File.Name	Initials	Date	Well.Name	Well.Number	Biological.Replicate	Technical.Replicate	Background	Knockout	Overexpression	Temp	pH	Media	NaCl.Concentration	MgSO4.Concentration	KCl.Concentration	Arg.Concentration	Pyruvate.Concentration	Asp.Concentration	Glycerol.Concentration
ResultsKB201101271.csv	KB	201101271	CM7_ura3_1.1	266	1	1	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_1.2	267	1	2	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_1.3	268	1	3	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_2.1	269	2	1	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_2.2	272	2	2	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_2.3	273	2	3	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_3.1	274	3	1	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_3.2	275	3	2	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_3.3	276	3	3	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_4.1	277	4	1	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_4.2	278	4	2	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_ura3_4.3	279	4	3	Dura3	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_NRC1_1.1	282	1	1	NRC1	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_NRC1_1.2	283	1	2	NRC1	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_NRC1_1.3	284	1	3	NRC1	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_NRC1_2.1	285	2	1	NRC1	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_NRC1_2.2	286	2	2	NRC1	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	CM7_NRC1_2.3	287	2	3	NRC1	NA	NA	37	NA	CM	4.28	0.08	0.27	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ResultsKB201101271.csv	KB	201101271	x	300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
